Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.09241320735780789;0.22064362349706404;22.064362349706403;12765.141607658898;34.91311071742681;365.62601685581694;0.004690222433328728;1.0
