Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.062304855301167805;0.14275788612313448;14.275788612313448;8259.131186703444;35.28267375553759;234.08461739403126;0.004696988368511512;1.0
