Year;Node;Utility;Consumption;Cost;CertainEquivalence
2020;0;24.833854972744096;1.0;0.0;0.5152357664873048
2035;1;27.797820156120853;1.1776414712350003;0.054848526399078106;0.5038185682079511
2035;2;29.22572724363223;1.2112464458499932;0.029570727472460423;0.4987422398839146
2060;3;33.842853053587575;1.724825927444298;0.037603717767875494;0.48466766640750136
2060;4;35.42761174986462;1.7609204543662886;0.022450180992989476;0.48019676868463324
2060;5;36.25494145285187;1.7501218105435272;0.027814719158948568;0.47792756204921844
2060;6;36.55214002559866;1.79183374346478;0.008550259825410213;0.4771733455625934
2100;7;45.54240123360995;2.982480621776643;0.01998140823170634;0.4570717401866874
2100;8;47.31908516715051;3.145998232738797;0.009942966705485574;0.45360234702895164
2100;9;48.66339955745149;3.1303811278775457;0.012898022844808088;0.45100975784242764
2100;10;48.65631375068874;3.1218045973141555;0.013727804917646108;0.45101879682109197
2100;11;49.94396793751318;3.242069573022308;0.0031445986581015296;0.4486816222575768
2100;12;49.92789553233551;3.236825859066093;0.003984914571178487;0.44870852915700915
2100;13;50.08311878411763;3.226735123878391;0.0054009623602159496;0.4484195532081156
2100;14;50.379290520517685;3.273554582143509;0.0009286170557327604;0.44790321127334
2150;15;62.839630888376135;6.139931272023887;0.009609096811813694;0.42908098136327166
2150;16;64.82733206361463;6.4837755559332715;0.009069577837737411;0.42644260160519454
2150;17;64.44044382171212;6.482041827644148;0.0077408349976529536;0.42696251434226923
2150;18;68.36568462305043;6.454804709899526;0.00941732374953025;0.4218445750482738
2150;19;68.16285175695772;6.436599503133536;0.009462093347309476;0.4220961383425889
2150;20;68.51616131723941;6.768609241353494;0.003755847559051036;0.42172056678197384
2150;21;68.36454968353068;6.768263901102608;0.002754645004370756;0.4219108453017129
2150;22;68.1096499221295;6.750506445501928;0.00413643606896922;0.4222284399655694
2150;23;70.08477201382354;6.748843569076893;0.004368809962536116;0.41977639752003487
2150;24;70.0114309909798;6.734856716341715;0.005307667257472791;0.41986312001516274
2150;25;69.90790606824554;6.720702929835944;0.004807849882030866;0.41998684749554055
2150;26;70.10049862616543;6.873897341529221;0.0013191285509499228;0.4197821657020907
2150;27;69.92754479207167;6.866931972680008;0.0019084368041211663;0.4199920873550272
2150;28;70.57254058309748;6.868687419109232;0.0006783822793674262;0.41920761481276547
2150;29;70.51202853019319;6.8634713037696145;0.0009473332958385866;0.41927984716255473
2150;30;70.67643693750587;6.908703993143917;0.00013681147181786026;0.41908987880008314
2200;31;80.08234086716561;12.591903406748864;0.004393386040560889;0.4093219318413658
2200;32;84.60093984949923;13.29900293777664;0.004094034959685144;0.4048419959862019
2200;33;84.58864644135888;13.300678280937912;0.0038471401962768335;0.4048541132755435
2200;34;84.35814862607948;13.256248729319502;0.0044246301903166155;0.4050749108115326
2200;35;84.08154418013507;13.227602373034392;0.00338665477228276;0.4053430503931664
2200;36;83.75874821386073;13.161184768727608;0.004489049029088993;0.4056543336375002
2200;37;89.59968883920683;14.095286871682557;0.002849000892510632;0.4002103100840113
2200;38;89.48790335164749;14.084627448362552;0.002369248109602117;0.40031106413418294
2200;39;89.35549633260194;14.076506943214875;0.0015080857009073022;0.4004309772127143
2200;40;89.1988477385055;14.046809479241137;0.0018463664632699776;0.4005714411738368
2200;41;89.43219085239895;14.060858998835409;0.003436065419256756;0.40035979376243114
2200;42;89.26400922323752;14.025504159236458;0.004083782634417741;0.4005101581565532
2200;43;89.1280515679452;14.029369421458226;0.002281370861716875;0.4006346828977998
2200;44;89.12631102681677;14.000745677358138;0.004256803698728912;0.40063387226987013
2200;45;88.98163539491426;14.006013309654302;0.002314727754986904;0.4007667327128659
2200;46;88.61018732803164;13.929178294795271;0.0036613242692234865;0.4011014223556281
2200;47;91.63526607906309;14.449103483771367;0.0001602703425125463;0.398414674068328
2200;48;91.57721802487708;14.425493560759037;0.0011247752986309177;0.39846411992946146
2200;49;91.52558097650868;14.416080831623031;0.0011959861167531818;0.3985090752106885
2200;50;91.52369638009188;14.412871662342972;0.0013965284842400146;0.39851048400476424
2200;51;91.46689579956724;14.399992704543376;0.0016754562870904693;0.39855976567397866
2200;52;91.31604186568936;14.387878931965034;0.0008954301871562284;0.39869262540151795
2200;53;91.48915842901087;14.409261303557718;0.001284211601386342;0.3985407883686093
2200;54;91.43367910780373;14.386350277365542;0.0022864665032473214;0.3985881053572561
2200;55;91.25979035711339;14.387146216863263;0.00038828102879355167;0.3987425426047562
2200;56;91.19481089819325;14.368639264778263;0.0009342769131329528;0.39879881362615116
2200;57;92.14682678249265;14.523625770588122;0.00028352768571392124;0.3979697645552791
2200;58;92.12445509976378;14.503635371983984;0.0014589054497019937;0.39798781272292716
2200;59;92.06985575937753;14.508701785828674;0.00047720318156762453;0.3980362183552188
2200;60;92.04529914022744;14.498873732025817;0.0008987968150609311;0.39805702542057964
2200;61;92.03386604604306;14.508385411373807;0.0001180520900382662;0.39806784973272813
2200;62;92.43667945563273;14.570836527438862;4.852883686691288e-06;0.39771939146657204
