Year;Node;Utility;Consumption;Cost;CertainEquivalence
2020;0;24.869804657410388;1.0;0.0;0.5150834781763313
2030;1;26.661654458782966;1.0933054504777255;0.05607034910461945;0.5079876519389127
2030;2;27.945524277071915;1.1274374511261362;0.027634755144568174;0.5031887866238672
2060;3;34.01313463416072;1.727223576491831;0.03733225118228931;0.484173748348104
2060;4;35.5061783481312;1.765000360777438;0.020867406608479844;0.4799837343216611
2060;5;36.28026946414248;1.7496456431322247;0.02853513851964791;0.47785892082802695
2060;6;36.57070885510476;1.7935235281826711;0.00785513792901818;0.4771255344190492
2100;7;45.8517611533323;2.9967253972872516;0.02042106491456284;0.45644860398550063
2100;8;47.48454412666596;3.1530626612926285;0.010225943843950347;0.4532830534688171
2100;9;48.781218636310975;3.141103216904811;0.011875437164130689;0.45079275224402726
2100;10;48.74407759981659;3.1288733328366822;0.013260267402323936;0.4508566076480268
2100;11;49.98637368474878;3.2419320946773507;0.00415527570945418;0.44860388065150203
2100;12;49.96782337940061;3.2398931782063913;0.003769589626449608;0.4486368571548999
2100;13;50.118959025622324;3.231951841110501;0.004445482301015256;0.4483566682690746
2100;14;50.38554723352016;3.2733454326138816;0.0012264597349697347;0.44789176409473097
2150;15;63.348657593543074;6.186734373366367;0.009469835074761151;0.4283868774122404
2150;16;65.20375420988785;6.517106396212971;0.00793009951713863;0.42594699658421864
2150;17;64.71679842188624;6.502269672569747;0.008618612654365681;0.42659477277510394
2150;18;68.54265753470493;6.475446820585226;0.009640826991271704;0.42162682524987594
2150;19;68.30224861714584;6.453040766501165;0.009628045337767007;0.42192399208232445
2150;20;68.68557636679745;6.784256418430073;0.0030992318977754742;0.42151160571323965
2150;21;68.49893199719365;6.771266895447548;0.0037312280928434843;0.421742706899204
2150;22;68.21551269789866;6.763694679523133;0.0033974996510621348;0.4220975362300076
2150;23;70.15302340012553;6.761748517604338;0.00427896000111189;0.41969576558587673
2150;24;70.07903923205492;6.749390203460104;0.004362206683850558;0.41978350338734477
2150;25;69.954693470931;6.7291163056727985;0.004400497598491865;0.4199313111373867
2150;26;70.16183532096605;6.882532660618452;0.0007394708734492415;0.419709084195131
2150;27;69.99021850744376;6.875163766308051;0.0011669395069658292;0.4199170721699805
2150;28;70.58837807116272;6.868346292172846;0.0010496732605426668;0.4191883850742778
2150;29;70.52354419664573;6.860843630704788;0.0018188395104664446;0.4192653793788002
2150;30;70.68635946176741;6.907660034896114;0.00043031964669591646;0.4190776889382646
2200;31;80.85729985000091;12.712799923361276;0.004463011205983847;0.40853231585460614
2200;32;85.08546337709784;13.375897496269634;0.004076676997198946;0.40437881921155555
2200;33;85.05528654491002;13.367659918308142;0.004328166985287898;0.4044072677361234
2200;34;84.86881548069739;13.337026741409515;0.0043976829579733855;0.4045851301633231
2200;35;84.50408561030008;13.294537310200361;0.0033494048258443498;0.4049359405048603
2200;36;84.08502930884403;13.218807059530803;0.004031266272116059;0.4053388413607844
2200;37;89.81553203323362;14.122516252051872;0.0033552461161040054;0.40001674786414915
2200;38;89.72834120398294;14.111614404257098;0.0031364929090586047;0.4000948788631777
2200;39;89.55668832537518;14.102809234025937;0.0018624302319681996;0.40025001779166436
2200;40;89.35753031358438;14.03480306872667;0.004430890141503599;0.4004256354302446
2200;41;89.65001478587823;14.104704277474216;0.0027765625874347903;0.40016538463251905
2200;42;89.4826242056181;14.081344432604679;0.0025579635184160517;0.40031559413901674
2200;43;89.27313809963233;14.043410860992456;0.002915068000782146;0.40050332708982467
2200;44;89.36718978351246;14.046913700210686;0.003696447550982622;0.4004178450721928
2200;45;89.13652813996055;14.008198983590185;0.0038400859997303775;0.40062515661707876
2200;46;88.71759186703486;13.959260804862291;0.002719146133878654;0.40100513823793565
2200;47;91.71724277554009;14.458054653115383;0.00043290843266358684;0.3983429357963812
2200;48;91.65724149472638;14.449635238088952;0.0003462556316726548;0.39839528458637063
2200;49;91.58205057328558;14.426186956533668;0.0011279301465974055;0.3984598990604526
2200;50;91.61265859219895;14.446123511445103;0.00012194341427320796;0.3984344302189161
2200;51;91.5287574827371;14.40768438507375;0.0018164032709050636;0.39850558048000206
2200;52;91.36229465899314;14.384585940559091;0.0016189175372844998;0.39865129186324794
2200;53;91.57792386876831;14.425231826483651;0.001158668959497048;0.3984634739840947
2200;54;91.49189621304679;14.411313826791899;0.0011728922333980323;0.3985385290368854
2200;55;91.3210565729053;14.388166939993475;0.0009432054316724431;0.3986881952869117
2200;56;91.28345383491184;14.383260993859846;0.0008773230828207911;0.3987211982204965
2200;57;92.17587030456305;14.530417082876804;0.0001414271648635505;0.39794479997093424
2200;58;92.14591792154475;14.517728741320907;0.0006915574175802819;0.3979700887428987
2200;59;92.08930231116307;14.516299836707113;0.00016096267195283564;0.3980197306779228
2200;60;92.07555797357475;14.516149999981508;3.096355110334677e-05;0.3980318034369868
2200;61;92.06303208263913;14.514960863097834;1.7472194809571424e-13;0.3980427231317825
2200;62;92.44114590783786;14.571331035175374;2.1550188160049474e-05;0.3977155220839669
